2149 481 321
167 25 7 0
284 188 6 0
168 25 7 0
285 188 6 0
169 25 7 0
286 188 6 0
170 25 7 0
171 25 7 0
172 25 7 0
173 25 7 0
174 25 7 0
394 79 2 1
395 79 2 1
396 79 2 1
397 79 2 1
398 79 2 1
399 79 2 1
400 79 2 1
401 79 2 1
402 79 2 1
403 79 2 1
404 79 2 1
405 79 2 1
406 79 2 1
147 33 7 0
148 33 7 0
28 282 12 1
149 33 7 0
29 282 12 1
150 33 7 0
30 282 12 1
151 33 7 0
31 282 12 1
152 33 7 0
32 282 12 1
153 33 7 0
154 33 7 0
155 33 7 0
156 33 7 0
157 33 7 0
158 33 7 0
159 33 7 0
160 33 7 0
161 33 7 0
162 33 7 0
404 87 2 1
405 87 2 1
406 87 2 1
407 87 2 1
408 87 2 1
409 87 2 1
410 87 2 1
411 87 2 1
132 142 11 0
133 142 11 0
134 142 11 0
135 142 11 0
136 142 11 0
133 41 7 0
134 41 7 0
135 41 7 0
136 41 7 0
137 41 7 0
138 41 7 0
139 41 7 0
140 41 7 0
141 41 7 0
142 41 7 0
143 41 7 0
144 41 7 0
145 41 7 0
146 41 7 0
147 41 7 0
407 95 2 1
408 95 2 1
409 95 2 1
410 95 2 1
411 95 2 1
412 95 2 1
413 95 2 1
114 49 7 0
115 49 7 0
116 49 7 0
117 49 7 0
118 49 7 0
119 49 7 0
120 49 7 0
121 49 7 0
122 49 7 0
123 49 7 0
124 49 7 0
125 49 7 0
126 49 7 0
127 49 7 0
128 49 7 0
129 49 7 0
130 49 7 0
131 49 7 0
70 158 9 0
71 158 9 0
72 158 9 0
73 158 9 0
74 158 9 0
75 158 9 0
76 158 9 0
77 158 9 0
123 189 10 0
78 158 9 0
124 189 10 0
79 158 9 0
125 189 10 0
80 158 9 0
126 189 10 0
127 189 10 0
128 189 10 0
129 189 10 0
130 189 10 0
131 189 10 0
132 189 10 0
242 181 6 0
243 181 6 0
244 181 6 0
245 181 6 0
246 181 6 0
247 181 6 0
75 228 7 0
248 181 6 0
76 228 7 0
249 181 6 0
77 228 7 0
250 181 6 0
78 228 7 0
79 228 7 0
80 228 7 0
81 228 7 0
82 228 7 0
83 228 7 0
84 228 7 0
85 228 7 0
27 267 12 1
28 267 12 1
29 267 12 1
30 267 12 1
31 267 12 1
32 267 12 1
33 267 12 1
64 197 8 1
410 103 2 1
65 197 8 1
66 197 8 1
67 197 8 1
68 197 8 1
69 197 8 1
70 197 8 1
190 88 6 1
191 88 6 1
192 88 6 1
193 88 6 1
194 88 6 1
195 88 6 1
196 88 6 1
197 88 6 1
198 88 6 1
199 88 6 1
200 88 6 1
201 88 6 1
202 88 6 1
203 88 6 1
204 88 6 1
205 88 6 1
206 88 6 1
207 88 6 1
208 88 6 1
209 88 6 1
210 88 6 1
211 88 6 1
212 88 6 1
213 88 6 1
214 88 6 1
215 88 6 1
216 88 6 1
217 88 6 1
218 88 6 1
219 88 6 1
220 88 6 1
221 88 6 1
222 88 6 1
223 88 6 1
224 88 6 1
225 88 6 1
226 88 6 1
252 189 6 0
227 88 6 1
253 189 6 0
228 88 6 1
254 189 6 0
229 88 6 1
255 189 6 0
230 88 6 1
256 189 6 0
231 88 6 1
257 189 6 0
232 88 6 1
258 189 6 0
233 88 6 1
259 189 6 0
86 236 7 0
234 88 6 1
260 189 6 0
87 236 7 0
235 88 6 1
261 189 6 0
88 236 7 0
236 88 6 1
262 189 6 0
89 236 7 0
237 88 6 1
263 189 6 0
90 236 7 0
27 275 12 1
238 88 6 1
264 189 6 0
91 236 7 0
28 275 12 1
239 88 6 1
265 189 6 0
92 236 7 0
29 275 12 1
240 88 6 1
266 189 6 0
93 236 7 0
30 275 12 1
241 88 6 1
267 189 6 0
31 275 12 1
242 88 6 1
268 189 6 0
32 275 12 1
243 88 6 1
269 189 6 0
33 275 12 1
244 88 6 1
270 189 6 0
245 88 6 1
271 189 6 0
246 88 6 1
272 189 6 0
247 88 6 1
273 189 6 0
248 88 6 1
274 189 6 0
249 88 6 1
275 189 6 0
250 88 6 1
276 189 6 0
160 26 7 0
251 88 6 1
277 189 6 0
161 26 7 0
252 88 6 1
278 189 6 0
162 26 7 0
253 88 6 1
279 189 6 0
163 26 7 0
254 88 6 1
280 189 6 0
164 26 7 0
255 88 6 1
281 189 6 0
165 26 7 0
256 88 6 1
282 189 6 0
166 26 7 0
257 88 6 1
283 189 6 0
167 26 7 0
258 88 6 1
284 189 6 0
168 26 7 0
259 88 6 1
285 189 6 0
169 26 7 0
260 88 6 1
286 189 6 0
170 26 7 0
261 88 6 1
171 26 7 0
262 88 6 1
172 26 7 0
263 88 6 1
173 26 7 0
264 88 6 1
265 88 6 1
266 88 6 1
267 88 6 1
268 88 6 1
269 88 6 1
270 88 6 1
271 88 6 1
272 88 6 1
273 88 6 1
274 88 6 1
275 88 6 1
276 88 6 1
277 88 6 1
278 88 6 1
396 80 2 1
397 80 2 1
398 80 2 1
399 80 2 1
400 80 2 1
401 80 2 1
402 80 2 1
403 80 2 1
404 80 2 1
405 80 2 1
406 80 2 1
407 80 2 1
146 34 7 0
147 34 7 0
148 34 7 0
28 283 12 1
149 34 7 0
29 283 12 1
150 34 7 0
30 283 12 1
151 34 7 0
31 283 12 1
152 34 7 0
32 283 12 1
153 34 7 0
154 34 7 0
155 34 7 0
156 34 7 0
157 34 7 0
158 34 7 0
159 34 7 0
160 34 7 0
405 88 2 1
406 88 2 1
407 88 2 1
408 88 2 1
409 88 2 1
410 88 2 1
411 88 2 1
134 143 11 0
131 42 7 0
132 42 7 0
133 42 7 0
134 42 7 0
135 42 7 0
136 42 7 0
137 42 7 0
138 42 7 0
139 42 7 0
140 42 7 0
141 42 7 0
142 42 7 0
143 42 7 0
144 42 7 0
145 42 7 0
407 96 2 1
408 96 2 1
409 96 2 1
410 96 2 1
411 96 2 1
412 96 2 1
413 96 2 1
68 190 8 1
113 50 7 0
114 50 7 0
115 50 7 0
116 50 7 0
117 50 7 0
118 50 7 0
119 50 7 0
120 50 7 0
121 50 7 0
122 50 7 0
123 50 7 0
124 50 7 0
125 50 7 0
126 50 7 0
127 50 7 0
128 50 7 0
129 50 7 0
71 159 9 0
72 159 9 0
73 159 9 0
74 159 9 0
75 159 9 0
76 159 9 0
122 190 10 0
77 159 9 0
123 190 10 0
78 159 9 0
124 190 10 0
79 159 9 0
125 190 10 0
126 190 10 0
127 190 10 0
128 190 10 0
129 190 10 0
130 190 10 0
131 190 10 0
241 182 6 0
242 182 6 0
243 182 6 0
244 182 6 0
245 182 6 0
246 182 6 0
247 182 6 0
248 182 6 0
76 229 7 0
249 182 6 0
77 229 7 0
250 182 6 0
78 229 7 0
251 182 6 0
79 229 7 0
252 182 6 0
80 229 7 0
81 229 7 0
82 229 7 0
83 229 7 0
84 229 7 0
85 229 7 0
86 229 7 0
87 229 7 0
27 268 12 1
28 268 12 1
29 268 12 1
30 268 12 1
31 268 12 1
32 268 12 1
33 268 12 1
65 198 8 1
66 198 8 1
67 198 8 1
68 198 8 1
69 198 8 1
70 198 8 1
193 89 6 1
194 89 6 1
195 89 6 1
196 89 6 1
197 89 6 1
198 89 6 1
199 89 6 1
200 89 6 1
201 89 6 1
202 89 6 1
203 89 6 1
204 89 6 1
205 89 6 1
206 89 6 1
207 89 6 1
208 89 6 1
209 89 6 1
210 89 6 1
211 89 6 1
212 89 6 1
213 89 6 1
214 89 6 1
215 89 6 1
216 89 6 1
217 89 6 1
218 89 6 1
219 89 6 1
220 89 6 1
221 89 6 1
222 89 6 1
223 89 6 1
224 89 6 1
225 89 6 1
226 89 6 1
227 89 6 1
228 89 6 1
229 89 6 1
230 89 6 1
231 89 6 1
232 89 6 1
258 190 6 0
233 89 6 1
259 190 6 0
234 89 6 1
260 190 6 0
235 89 6 1
261 190 6 0
236 89 6 1
262 190 6 0
237 89 6 1
263 190 6 0
90 237 7 0
27 276 12 1
238 89 6 1
264 190 6 0
91 237 7 0
28 276 12 1
239 89 6 1
265 190 6 0
29 276 12 1
240 89 6 1
266 190 6 0
30 276 12 1
241 89 6 1
267 190 6 0
31 276 12 1
242 89 6 1
268 190 6 0
32 276 12 1
243 89 6 1
269 190 6 0
33 276 12 1
244 89 6 1
270 190 6 0
245 89 6 1
271 190 6 0
246 89 6 1
272 190 6 0
247 89 6 1
273 190 6 0
248 89 6 1
274 190 6 0
249 89 6 1
275 190 6 0
250 89 6 1
276 190 6 0
160 27 7 0
251 89 6 1
277 190 6 0
161 27 7 0
252 89 6 1
278 190 6 0
162 27 7 0
253 89 6 1
279 190 6 0
163 27 7 0
254 89 6 1
280 190 6 0
164 27 7 0
255 89 6 1
281 190 6 0
165 27 7 0
256 89 6 1
282 190 6 0
166 27 7 0
257 89 6 1
283 190 6 0
167 27 7 0
258 89 6 1
284 190 6 0
168 27 7 0
259 89 6 1
285 190 6 0
169 27 7 0
260 89 6 1
286 190 6 0
170 27 7 0
261 89 6 1
287 190 6 0
171 27 7 0
262 89 6 1
263 89 6 1
264 89 6 1
265 89 6 1
266 89 6 1
267 89 6 1
268 89 6 1
269 89 6 1
270 89 6 1
271 89 6 1
272 89 6 1
273 89 6 1
274 89 6 1
275 89 6 1
276 89 6 1
277 89 6 1
278 89 6 1
279 89 6 1
280 89 6 1
399 81 2 1
400 81 2 1
401 81 2 1
402 81 2 1
403 81 2 1
404 81 2 1
405 81 2 1
406 81 2 1
407 81 2 1
145 35 7 0
146 35 7 0
147 35 7 0
148 35 7 0
149 35 7 0
150 35 7 0
30 284 12 1
151 35 7 0
152 35 7 0
153 35 7 0
154 35 7 0
155 35 7 0
156 35 7 0
157 35 7 0
158 35 7 0
405 89 2 1
406 89 2 1
407 89 2 1
408 89 2 1
409 89 2 1
410 89 2 1
411 89 2 1
412 89 2 1
129 43 7 0
130 43 7 0
131 43 7 0
132 43 7 0
133 43 7 0
134 43 7 0
135 43 7 0
136 43 7 0
137 43 7 0
138 43 7 0
139 43 7 0
140 43 7 0
141 43 7 0
142 43 7 0
407 97 2 1
408 97 2 1
409 97 2 1
410 97 2 1
411 97 2 1
66 191 8 1
412 97 2 1
67 191 8 1
413 97 2 1
68 191 8 1
69 191 8 1
70 191 8 1
114 51 7 0
115 51 7 0
116 51 7 0
117 51 7 0
118 51 7 0
119 51 7 0
120 51 7 0
121 51 7 0
122 51 7 0
123 51 7 0
124 51 7 0
125 51 7 0
126 51 7 0
127 51 7 0
128 51 7 0
190 82 6 1
191 82 6 1
192 82 6 1
193 82 6 1
71 160 9 0
72 160 9 0
73 160 9 0
74 160 9 0
75 160 9 0
76 160 9 0
122 191 10 0
77 160 9 0
123 191 10 0
78 160 9 0
124 191 10 0
79 160 9 0
125 191 10 0
126 191 10 0
127 191 10 0
128 191 10 0
129 191 10 0
130 191 10 0
131 191 10 0
242 183 6 0
243 183 6 0
244 183 6 0
245 183 6 0
246 183 6 0
247 183 6 0
248 183 6 0
76 230 7 0
249 183 6 0
77 230 7 0
250 183 6 0
78 230 7 0
251 183 6 0
79 230 7 0
252 183 6 0
80 230 7 0
253 183 6 0
81 230 7 0
254 183 6 0
255 183 6 0
82 230 7 0
256 183 6 0
83 230 7 0
257 183 6 0
84 230 7 0
85 230 7 0
86 230 7 0
87 230 7 0
88 230 7 0
89 230 7 0
27 269 12 1
28 269 12 1
29 269 12 1
30 269 12 1
31 269 12 1
32 269 12 1
33 269 12 1
65 199 8 1
66 199 8 1
67 199 8 1
68 199 8 1
69 199 8 1
171 20 7 0
172 20 7 0
396 74 2 1
397 74 2 1
398 74 2 1
399 74 2 1
199 90 6 1
200 90 6 1
201 90 6 1
202 90 6 1
203 90 6 1
204 90 6 1
205 90 6 1
206 90 6 1
207 90 6 1
208 90 6 1
209 90 6 1
210 90 6 1
211 90 6 1
212 90 6 1
213 90 6 1
214 90 6 1
215 90 6 1
216 90 6 1
217 90 6 1
218 90 6 1
219 90 6 1
220 90 6 1
221 90 6 1
222 90 6 1
223 90 6 1
224 90 6 1
225 90 6 1
226 90 6 1
227 90 6 1
228 90 6 1
229 90 6 1
230 90 6 1
231 90 6 1
232 90 6 1
233 90 6 1
234 90 6 1
235 90 6 1
262 191 6 0
236 90 6 1
263 191 6 0
237 90 6 1
27 277 12 1
264 191 6 0
238 90 6 1
28 277 12 1
265 191 6 0
239 90 6 1
29 277 12 1
266 191 6 0
240 90 6 1
30 277 12 1
267 191 6 0
241 90 6 1
31 277 12 1
268 191 6 0
242 90 6 1
32 277 12 1
269 191 6 0
243 90 6 1
33 277 12 1
270 191 6 0
244 90 6 1
271 191 6 0
245 90 6 1
272 191 6 0
246 90 6 1
273 191 6 0
157 28 7 0
247 90 6 1
274 191 6 0
158 28 7 0
248 90 6 1
275 191 6 0
159 28 7 0
249 90 6 1
276 191 6 0
160 28 7 0
250 90 6 1
277 191 6 0
161 28 7 0
251 90 6 1
278 191 6 0
162 28 7 0
252 90 6 1
279 191 6 0
163 28 7 0
253 90 6 1
280 191 6 0
164 28 7 0
254 90 6 1
281 191 6 0
165 28 7 0
255 90 6 1
282 191 6 0
166 28 7 0
256 90 6 1
283 191 6 0
167 28 7 0
257 90 6 1
284 191 6 0
168 28 7 0
258 90 6 1
285 191 6 0
169 28 7 0
259 90 6 1
286 191 6 0
170 28 7 0
260 90 6 1
261 90 6 1
262 90 6 1
263 90 6 1
264 90 6 1
265 90 6 1
266 90 6 1
267 90 6 1
268 90 6 1
269 90 6 1
270 90 6 1
271 90 6 1
272 90 6 1
273 90 6 1
274 90 6 1
275 90 6 1
276 90 6 1
277 90 6 1
278 90 6 1
279 90 6 1
280 90 6 1
401 82 2 1
402 82 2 1
403 82 2 1
404 82 2 1
405 82 2 1
406 82 2 1
407 82 2 1
408 82 2 1
134 137 11 0
141 36 7 0
142 36 7 0
143 36 7 0
144 36 7 0
145 36 7 0
146 36 7 0
147 36 7 0
148 36 7 0
149 36 7 0
150 36 7 0
151 36 7 0
152 36 7 0
153 36 7 0
154 36 7 0
155 36 7 0
156 36 7 0
406 90 2 1
407 90 2 1
408 90 2 1
409 90 2 1
410 90 2 1
411 90 2 1
412 90 2 1
127 44 7 0
128 44 7 0
129 44 7 0
130 44 7 0
131 44 7 0
132 44 7 0
133 44 7 0
134 44 7 0
135 44 7 0
136 44 7 0
137 44 7 0
138 44 7 0
139 44 7 0
140 44 7 0
141 44 7 0
407 98 2 1
408 98 2 1
409 98 2 1
410 98 2 1
411 98 2 1
66 192 8 1
412 98 2 1
67 192 8 1
413 98 2 1
68 192 8 1
69 192 8 1
70 192 8 1
114 52 7 0
115 52 7 0
116 52 7 0
117 52 7 0
118 52 7 0
119 52 7 0
120 52 7 0
121 52 7 0
122 52 7 0
123 52 7 0
124 52 7 0
125 52 7 0
126 52 7 0
188 83 6 1
189 83 6 1
190 83 6 1
191 83 6 1
192 83 6 1
193 83 6 1
194 83 6 1
195 83 6 1
196 83 6 1
197 83 6 1
198 83 6 1
73 161 9 0
74 161 9 0
75 161 9 0
121 192 10 0
76 161 9 0
122 192 10 0
77 161 9 0
123 192 10 0
124 192 10 0
125 192 10 0
126 192 10 0
127 192 10 0
128 192 10 0
129 192 10 0
242 184 6 0
243 184 6 0
244 184 6 0
245 184 6 0
246 184 6 0
247 184 6 0
248 184 6 0
249 184 6 0
77 231 7 0
250 184 6 0
78 231 7 0
251 184 6 0
79 231 7 0
252 184 6 0
80 231 7 0
253 184 6 0
81 231 7 0
254 184 6 0
255 184 6 0
82 231 7 0
256 184 6 0
83 231 7 0
257 184 6 0
84 231 7 0
258 184 6 0
85 231 7 0
259 184 6 0
86 231 7 0
260 184 6 0
87 231 7 0
261 184 6 0
88 231 7 0
262 184 6 0
89 231 7 0
90 231 7 0
27 270 12 1
91 231 7 0
28 270 12 1
29 270 12 1
30 270 12 1
31 270 12 1
32 270 12 1
33 270 12 1
67 200 8 1
169 21 7 0
170 21 7 0
171 21 7 0
172 21 7 0
173 21 7 0
174 21 7 0
394 75 2 1
395 75 2 1
396 75 2 1
397 75 2 1
398 75 2 1
399 75 2 1
400 75 2 1
401 75 2 1
206 91 6 1
207 91 6 1
208 91 6 1
209 91 6 1
210 91 6 1
211 91 6 1
212 91 6 1
213 91 6 1
214 91 6 1
215 91 6 1
216 91 6 1
217 91 6 1
218 91 6 1
219 91 6 1
220 91 6 1
221 91 6 1
222 91 6 1
223 91 6 1
224 91 6 1
225 91 6 1
226 91 6 1
227 91 6 1
228 91 6 1
229 91 6 1
230 91 6 1
231 91 6 1
232 91 6 1
233 91 6 1
234 91 6 1
235 91 6 1
236 91 6 1
237 91 6 1
27 278 12 1
238 91 6 1
264 192 6 0
28 278 12 1
239 91 6 1
265 192 6 0
29 278 12 1
240 91 6 1
266 192 6 0
30 278 12 1
241 91 6 1
267 192 6 0
31 278 12 1
242 91 6 1
268 192 6 0
32 278 12 1
243 91 6 1
269 192 6 0
33 278 12 1
244 91 6 1
270 192 6 0
245 91 6 1
271 192 6 0
155 29 7 0
246 91 6 1
272 192 6 0
156 29 7 0
247 91 6 1
273 192 6 0
157 29 7 0
248 91 6 1
274 192 6 0
158 29 7 0
249 91 6 1
275 192 6 0
159 29 7 0
250 91 6 1
276 192 6 0
160 29 7 0
251 91 6 1
277 192 6 0
161 29 7 0
252 91 6 1
278 192 6 0
162 29 7 0
253 91 6 1
279 192 6 0
163 29 7 0
254 91 6 1
280 192 6 0
164 29 7 0
255 91 6 1
281 192 6 0
165 29 7 0
256 91 6 1
282 192 6 0
166 29 7 0
257 91 6 1
283 192 6 0
167 29 7 0
258 91 6 1
284 192 6 0
168 29 7 0
259 91 6 1
285 192 6 0
260 91 6 1
286 192 6 0
261 91 6 1
262 91 6 1
263 91 6 1
264 91 6 1
265 91 6 1
266 91 6 1
267 91 6 1
268 91 6 1
269 91 6 1
270 91 6 1
271 91 6 1
272 91 6 1
273 91 6 1
274 91 6 1
275 91 6 1
276 91 6 1
277 91 6 1
278 91 6 1
279 91 6 1
280 91 6 1
281 91 6 1
402 83 2 1
403 83 2 1
404 83 2 1
405 83 2 1
406 83 2 1
407 83 2 1
408 83 2 1
409 83 2 1
132 138 11 0
133 138 11 0
134 138 11 0
135 138 11 0
