998 481 321
135 40 3 0
178 87 2 1
179 87 2 1
180 87 2 1
181 87 2 1
182 87 2 1
183 87 2 1
184 87 2 1
185 87 2 1
186 87 2 1
187 87 2 1
188 87 2 1
189 87 2 1
150 69 2 1
151 69 2 1
152 69 2 1
153 69 2 1
154 69 2 1
155 69 2 1
156 69 2 1
157 69 2 1
158 69 2 1
159 69 2 1
160 69 2 1
161 69 2 1
162 69 2 1
163 69 2 1
164 69 2 1
165 69 2 1
166 69 2 1
167 69 2 1
159 22 3 0
160 22 3 0
161 22 3 0
162 22 3 0
163 22 3 0
164 22 3 0
165 22 3 0
189 98 2 1
190 98 2 1
191 98 2 1
192 98 2 1
193 98 2 1
194 98 2 1
195 98 2 1
196 98 2 1
133 33 3 0
134 33 3 0
135 33 3 0
136 33 3 0
137 33 3 0
138 33 3 0
139 33 3 0
140 33 3 0
141 33 3 0
142 33 3 0
143 33 3 0
144 33 3 0
145 33 3 0
172 80 2 1
146 33 3 0
173 80 2 1
147 33 3 0
174 80 2 1
148 33 3 0
175 80 2 1
149 33 3 0
176 80 2 1
150 33 3 0
177 80 2 1
151 33 3 0
178 80 2 1
152 33 3 0
179 80 2 1
153 33 3 0
180 80 2 1
154 33 3 0
94 44 3 0
95 44 3 0
96 44 3 0
97 44 3 0
98 44 3 0
99 44 3 0
100 44 3 0
101 44 3 0
102 44 3 0
103 44 3 0
104 44 3 0
105 44 3 0
106 44 3 0
107 44 3 0
108 44 3 0
109 44 3 0
110 44 3 0
111 44 3 0
112 44 3 0
113 44 3 0
114 44 3 0
115 44 3 0
116 44 3 0
117 44 3 0
118 44 3 0
119 44 3 0
120 44 3 0
121 44 3 0
122 44 3 0
123 44 3 0
124 44 3 0
198 109 2 1
125 44 3 0
199 109 2 1
200 109 2 1
201 109 2 1
202 109 2 1
203 109 2 1
184 91 2 1
185 91 2 1
186 91 2 1
187 91 2 1
188 91 2 1
189 91 2 1
190 91 2 1
191 91 2 1
163 73 2 1
164 73 2 1
165 73 2 1
166 73 2 1
167 73 2 1
168 73 2 1
169 73 2 1
170 73 2 1
171 73 2 1
172 73 2 1
173 73 2 1
154 26 3 0
155 26 3 0
156 26 3 0
157 26 3 0
158 26 3 0
159 26 3 0
160 26 3 0
161 26 3 0
162 26 3 0
163 26 3 0
164 26 3 0
165 26 3 0
192 102 2 1
193 102 2 1
194 102 2 1
195 102 2 1
196 102 2 1
197 102 2 1
124 37 3 0
198 102 2 1
125 37 3 0
199 102 2 1
126 37 3 0
127 37 3 0
128 37 3 0
129 37 3 0
130 37 3 0
131 37 3 0
132 37 3 0
133 37 3 0
134 37 3 0
135 37 3 0
136 37 3 0
137 37 3 0
138 37 3 0
139 37 3 0
140 37 3 0
141 37 3 0
142 37 3 0
143 37 3 0
144 37 3 0
176 84 2 1
177 84 2 1
178 84 2 1
179 84 2 1
180 84 2 1
181 84 2 1
182 84 2 1
183 84 2 1
184 84 2 1
185 84 2 1
94 48 3 0
95 48 3 0
96 48 3 0
97 48 3 0
98 48 3 0
99 48 3 0
100 48 3 0
101 48 3 0
102 48 3 0
103 48 3 0
150 66 2 1
104 48 3 0
151 66 2 1
105 48 3 0
152 66 2 1
106 48 3 0
153 66 2 1
107 48 3 0
154 66 2 1
108 48 3 0
155 66 2 1
109 48 3 0
156 66 2 1
110 48 3 0
157 66 2 1
158 66 2 1
159 66 2 1
160 66 2 1
161 66 2 1
162 66 2 1
163 66 2 1
187 95 2 1
188 95 2 1
189 95 2 1
190 95 2 1
191 95 2 1
192 95 2 1
193 95 2 1
169 77 2 1
144 30 3 0
170 77 2 1
145 30 3 0
171 77 2 1
146 30 3 0
172 77 2 1
147 30 3 0
173 77 2 1
148 30 3 0
174 77 2 1
149 30 3 0
175 77 2 1
150 30 3 0
176 77 2 1
151 30 3 0
177 77 2 1
152 30 3 0
153 30 3 0
154 30 3 0
155 30 3 0
156 30 3 0
157 30 3 0
158 30 3 0
159 30 3 0
110 41 3 0
111 41 3 0
112 41 3 0
113 41 3 0
114 41 3 0
115 41 3 0
116 41 3 0
117 41 3 0
118 41 3 0
119 41 3 0
120 41 3 0
194 106 2 1
121 41 3 0
195 106 2 1
122 41 3 0
196 106 2 1
123 41 3 0
197 106 2 1
124 41 3 0
198 106 2 1
125 41 3 0
199 106 2 1
126 41 3 0
200 106 2 1
127 41 3 0
201 106 2 1
128 41 3 0
202 106 2 1
129 41 3 0
203 106 2 1
130 41 3 0
131 41 3 0
132 41 3 0
133 41 3 0
179 88 2 1
180 88 2 1
181 88 2 1
182 88 2 1
183 88 2 1
184 88 2 1
185 88 2 1
186 88 2 1
187 88 2 1
188 88 2 1
189 88 2 1
152 70 2 1
153 70 2 1
154 70 2 1
155 70 2 1
156 70 2 1
157 70 2 1
158 70 2 1
159 70 2 1
160 70 2 1
161 70 2 1
162 70 2 1
163 70 2 1
164 70 2 1
165 70 2 1
166 70 2 1
167 70 2 1
168 70 2 1
157 23 3 0
158 23 3 0
159 23 3 0
160 23 3 0
161 23 3 0
162 23 3 0
163 23 3 0
164 23 3 0
165 23 3 0
189 99 2 1
190 99 2 1
191 99 2 1
192 99 2 1
193 99 2 1
194 99 2 1
195 99 2 1
196 99 2 1
197 99 2 1
132 34 3 0
133 34 3 0
134 34 3 0
135 34 3 0
136 34 3 0
137 34 3 0
138 34 3 0
139 34 3 0
140 34 3 0
141 34 3 0
142 34 3 0
143 34 3 0
144 34 3 0
145 34 3 0
146 34 3 0
173 81 2 1
147 34 3 0
174 81 2 1
148 34 3 0
175 81 2 1
149 34 3 0
176 81 2 1
150 34 3 0
177 81 2 1
178 81 2 1
179 81 2 1
180 81 2 1
94 45 3 0
95 45 3 0
96 45 3 0
97 45 3 0
98 45 3 0
99 45 3 0
100 45 3 0
101 45 3 0
102 45 3 0
103 45 3 0
104 45 3 0
105 45 3 0
106 45 3 0
107 45 3 0
108 45 3 0
109 45 3 0
110 45 3 0
111 45 3 0
112 45 3 0
113 45 3 0
114 45 3 0
115 45 3 0
116 45 3 0
117 45 3 0
118 45 3 0
119 45 3 0
199 110 2 1
200 110 2 1
201 110 2 1
202 110 2 1
203 110 2 1
185 92 2 1
186 92 2 1
187 92 2 1
188 92 2 1
189 92 2 1
190 92 2 1
191 92 2 1
192 92 2 1
164 74 2 1
165 74 2 1
166 74 2 1
167 74 2 1
168 74 2 1
169 74 2 1
170 74 2 1
171 74 2 1
172 74 2 1
173 74 2 1
150 27 3 0
151 27 3 0
152 27 3 0
153 27 3 0
154 27 3 0
155 27 3 0
156 27 3 0
157 27 3 0
158 27 3 0
159 27 3 0
160 27 3 0
161 27 3 0
162 27 3 0
163 27 3 0
164 27 3 0
119 38 3 0
192 103 2 1
193 103 2 1
120 38 3 0
194 103 2 1
121 38 3 0
195 103 2 1
122 38 3 0
196 103 2 1
123 38 3 0
197 103 2 1
124 38 3 0
198 103 2 1
125 38 3 0
199 103 2 1
126 38 3 0
200 103 2 1
127 38 3 0
128 38 3 0
129 38 3 0
130 38 3 0
131 38 3 0
132 38 3 0
133 38 3 0
134 38 3 0
135 38 3 0
136 38 3 0
137 38 3 0
138 38 3 0
139 38 3 0
140 38 3 0
176 85 2 1
177 85 2 1
178 85 2 1
179 85 2 1
180 85 2 1
181 85 2 1
182 85 2 1
183 85 2 1
184 85 2 1
185 85 2 1
186 85 2 1
96 49 3 0
97 49 3 0
98 49 3 0
99 49 3 0
100 49 3 0
101 49 3 0
102 49 3 0
149 67 2 1
103 49 3 0
150 67 2 1
104 49 3 0
151 67 2 1
105 49 3 0
152 67 2 1
106 49 3 0
153 67 2 1
107 49 3 0
154 67 2 1
108 49 3 0
155 67 2 1
156 67 2 1
157 67 2 1
158 67 2 1
159 67 2 1
160 67 2 1
161 67 2 1
162 67 2 1
163 67 2 1
164 67 2 1
165 67 2 1
188 96 2 1
189 96 2 1
190 96 2 1
191 96 2 1
192 96 2 1
193 96 2 1
194 96 2 1
140 31 3 0
141 31 3 0
142 31 3 0
169 78 2 1
143 31 3 0
170 78 2 1
144 31 3 0
171 78 2 1
145 31 3 0
172 78 2 1
146 31 3 0
173 78 2 1
147 31 3 0
174 78 2 1
148 31 3 0
175 78 2 1
149 31 3 0
176 78 2 1
150 31 3 0
177 78 2 1
151 31 3 0
178 78 2 1
152 31 3 0
153 31 3 0
154 31 3 0
155 31 3 0
156 31 3 0
157 31 3 0
158 31 3 0
108 42 3 0
109 42 3 0
110 42 3 0
111 42 3 0
112 42 3 0
113 42 3 0
114 42 3 0
115 42 3 0
116 42 3 0
117 42 3 0
118 42 3 0
119 42 3 0
120 42 3 0
121 42 3 0
122 42 3 0
196 107 2 1
123 42 3 0
197 107 2 1
124 42 3 0
198 107 2 1
125 42 3 0
199 107 2 1
126 42 3 0
200 107 2 1
127 42 3 0
201 107 2 1
128 42 3 0
202 107 2 1
129 42 3 0
203 107 2 1
130 42 3 0
131 42 3 0
181 89 2 1
182 89 2 1
183 89 2 1
184 89 2 1
185 89 2 1
186 89 2 1
187 89 2 1
188 89 2 1
189 89 2 1
190 89 2 1
158 71 2 1
159 71 2 1
160 71 2 1
161 71 2 1
162 71 2 1
163 71 2 1
164 71 2 1
165 71 2 1
166 71 2 1
167 71 2 1
168 71 2 1
169 71 2 1
170 71 2 1
156 24 3 0
157 24 3 0
158 24 3 0
159 24 3 0
160 24 3 0
161 24 3 0
162 24 3 0
163 24 3 0
164 24 3 0
165 24 3 0
166 24 3 0
190 100 2 1
191 100 2 1
192 100 2 1
193 100 2 1
194 100 2 1
195 100 2 1
196 100 2 1
197 100 2 1
131 35 3 0
132 35 3 0
133 35 3 0
134 35 3 0
135 35 3 0
136 35 3 0
137 35 3 0
138 35 3 0
139 35 3 0
140 35 3 0
141 35 3 0
142 35 3 0
143 35 3 0
144 35 3 0
145 35 3 0
146 35 3 0
147 35 3 0
148 35 3 0
174 82 2 1
175 82 2 1
176 82 2 1
177 82 2 1
178 82 2 1
179 82 2 1
180 82 2 1
181 82 2 1
93 46 3 0
94 46 3 0
95 46 3 0
96 46 3 0
97 46 3 0
98 46 3 0
99 46 3 0
100 46 3 0
101 46 3 0
102 46 3 0
103 46 3 0
104 46 3 0
105 46 3 0
152 64 2 1
106 46 3 0
153 64 2 1
107 46 3 0
154 64 2 1
108 46 3 0
155 64 2 1
109 46 3 0
156 64 2 1
110 46 3 0
157 64 2 1
111 46 3 0
112 46 3 0
113 46 3 0
114 46 3 0
115 46 3 0
116 46 3 0
201 111 2 1
185 93 2 1
186 93 2 1
187 93 2 1
188 93 2 1
189 93 2 1
190 93 2 1
191 93 2 1
192 93 2 1
165 75 2 1
166 75 2 1
167 75 2 1
168 75 2 1
169 75 2 1
170 75 2 1
171 75 2 1
172 75 2 1
173 75 2 1
148 28 3 0
174 75 2 1
149 28 3 0
175 75 2 1
150 28 3 0
151 28 3 0
152 28 3 0
153 28 3 0
154 28 3 0
155 28 3 0
156 28 3 0
157 28 3 0
158 28 3 0
159 28 3 0
160 28 3 0
161 28 3 0
162 28 3 0
116 39 3 0
117 39 3 0
118 39 3 0
119 39 3 0
120 39 3 0
193 104 2 1
121 39 3 0
194 104 2 1
122 39 3 0
195 104 2 1
123 39 3 0
196 104 2 1
124 39 3 0
197 104 2 1
125 39 3 0
198 104 2 1
126 39 3 0
199 104 2 1
127 39 3 0
200 104 2 1
128 39 3 0
201 104 2 1
129 39 3 0
130 39 3 0
131 39 3 0
132 39 3 0
133 39 3 0
134 39 3 0
135 39 3 0
136 39 3 0
177 86 2 1
178 86 2 1
179 86 2 1
180 86 2 1
181 86 2 1
182 86 2 1
183 86 2 1
184 86 2 1
185 86 2 1
186 86 2 1
187 86 2 1
188 86 2 1
150 68 2 1
151 68 2 1
152 68 2 1
153 68 2 1
154 68 2 1
155 68 2 1
156 68 2 1
157 68 2 1
158 68 2 1
159 68 2 1
160 68 2 1
161 68 2 1
162 68 2 1
163 68 2 1
164 68 2 1
165 68 2 1
166 68 2 1
162 21 3 0
163 21 3 0
188 97 2 1
189 97 2 1
190 97 2 1
191 97 2 1
192 97 2 1
193 97 2 1
194 97 2 1
195 97 2 1
135 32 3 0
136 32 3 0
137 32 3 0
138 32 3 0
139 32 3 0
140 32 3 0
141 32 3 0
142 32 3 0
143 32 3 0
144 32 3 0
170 79 2 1
145 32 3 0
171 79 2 1
146 32 3 0
172 79 2 1
147 32 3 0
173 79 2 1
148 32 3 0
174 79 2 1
149 32 3 0
175 79 2 1
150 32 3 0
176 79 2 1
151 32 3 0
177 79 2 1
152 32 3 0
178 79 2 1
153 32 3 0
179 79 2 1
154 32 3 0
155 32 3 0
156 32 3 0
96 43 3 0
97 43 3 0
98 43 3 0
99 43 3 0
100 43 3 0
101 43 3 0
102 43 3 0
103 43 3 0
104 43 3 0
105 43 3 0
106 43 3 0
107 43 3 0
108 43 3 0
109 43 3 0
110 43 3 0
111 43 3 0
112 43 3 0
113 43 3 0
114 43 3 0
115 43 3 0
116 43 3 0
117 43 3 0
118 43 3 0
119 43 3 0
120 43 3 0
121 43 3 0
122 43 3 0
123 43 3 0
197 108 2 1
124 43 3 0
198 108 2 1
125 43 3 0
199 108 2 1
126 43 3 0
200 108 2 1
127 43 3 0
201 108 2 1
202 108 2 1
203 108 2 1
204 108 2 1
183 90 2 1
184 90 2 1
185 90 2 1
186 90 2 1
187 90 2 1
188 90 2 1
189 90 2 1
190 90 2 1
161 72 2 1
162 72 2 1
163 72 2 1
164 72 2 1
165 72 2 1
166 72 2 1
167 72 2 1
168 72 2 1
169 72 2 1
170 72 2 1
171 72 2 1
172 72 2 1
155 25 3 0
156 25 3 0
157 25 3 0
158 25 3 0
159 25 3 0
160 25 3 0
161 25 3 0
294
1 2 1 152 67 3
1 2 1 152 67 3
1 2 1 153 67 3
1 2 1 153 67 3
1 2 1 154 67 3
1 2 1 154 67 3
1 2 1 155 67 3
1 2 1 155 67 3
1 2 1 156 67 3
1 2 1 156 67 3
1 2 1 157 67 3
1 2 1 157 67 3
1 2 1 158 68 3
1 2 1 158 68 3
1 2 1 159 68 3
1 2 1 159 68 3
1 2 1 160 68 3
1 2 1 160 68 3
1 2 1 161 69 3
1 2 1 161 69 3
1 2 1 162 69 3
1 2 1 162 69 3
1 2 1 163 69 3
1 2 1 163 69 3
1 2 1 164 70 3
1 2 1 164 70 3
1 2 1 165 71 3
1 2 1 165 71 3
1 2 1 166 72 3
1 2 1 166 72 3
1 2 1 167 73 3
1 2 1 167 73 3
1 2 1 168 73 3
1 2 1 168 73 3
1 2 1 169 74 3
1 2 1 169 74 3
1 2 1 170 74 3
1 2 1 170 74 3
1 2 1 171 75 3
1 2 1 171 75 3
1 2 1 171 76 3
1 2 1 171 76 3
1 2 1 172 77 3
1 2 1 172 77 3
1 2 1 173 77 3
1 2 1 173 77 3
1 2 1 174 78 3
1 2 1 174 78 3
1 2 1 175 79 3
1 2 1 175 79 3
1 2 1 176 80 3
1 2 1 176 80 3
1 2 1 177 81 3
1 2 1 177 81 3
1 2 1 178 82 3
1 2 1 178 82 3
1 2 1 178 83 3
1 2 1 178 83 3
1 2 1 179 84 3
1 2 1 179 84 3
1 2 1 180 85 3
1 2 1 180 85 3
1 2 1 181 86 3
1 2 1 181 86 3
1 2 1 182 86 3
1 2 1 182 86 3
1 2 1 183 86 3
1 2 1 183 86 3
1 2 1 184 87 3
1 2 1 184 87 3
1 2 1 185 88 3
1 2 1 185 88 3
1 2 1 186 88 3
1 2 1 186 88 3
1 2 1 187 89 3
1 2 1 187 89 3
1 2 1 187 90 3
1 2 1 187 90 3
1 2 1 187 91 3
1 2 1 187 91 3
1 2 1 188 92 3
1 2 1 188 92 3
1 2 1 189 93 3
1 2 1 189 93 3
1 2 1 190 94 3
1 2 1 190 94 3
1 2 1 190 95 3
1 2 1 190 95 3
1 2 1 191 96 3
1 2 1 191 96 3
1 2 1 191 97 3
1 2 1 191 97 3
1 2 1 192 98 3
1 2 1 192 98 3
1 2 1 193 99 3
1 2 1 193 99 3
1 2 1 194 100 3
1 2 1 194 100 3
1 2 1 195 101 3
1 2 1 195 101 3
1 2 1 195 102 3
1 2 1 195 102 3
1 2 1 195 103 3
1 2 1 195 103 3
1 2 1 196 104 3
1 2 1 196 104 3
1 2 1 197 104 3
1 2 1 197 104 3
1 2 1 198 105 3
1 2 1 198 105 3
1 2 1 199 106 3
1 2 1 199 106 3
1 2 1 200 107 3
1 2 1 200 107 3
1 2 1 201 108 3
1 3 0 163 24 3
1 3 0 163 24 3
1 3 0 162 24 3
1 3 0 162 24 3
1 3 0 162 25 3
1 3 0 162 25 3
1 3 0 161 25 3
1 3 0 161 25 3
1 3 0 160 25 3
1 3 0 160 25 3
1 3 0 159 25 3
1 3 0 159 25 3
1 3 0 159 26 3
1 3 0 159 26 3
1 3 0 158 26 3
1 3 0 158 26 3
1 3 0 158 27 3
1 3 0 158 27 3
1 3 0 157 27 3
1 3 0 157 27 3
1 3 0 157 28 3
1 3 0 157 28 3
1 3 0 156 28 3
1 3 0 156 28 3
1 3 0 156 29 3
1 3 0 156 29 3
1 3 0 155 29 3
1 3 0 155 29 3
1 3 0 154 29 3
1 3 0 154 29 3
1 3 0 154 30 3
1 3 0 154 30 3
1 3 0 153 30 3
1 3 0 153 30 3
1 3 0 152 30 3
1 3 0 152 30 3
1 3 0 151 30 3
1 3 0 151 30 3
1 3 0 150 30 3
1 3 0 150 30 3
1 3 0 150 31 3
1 3 0 150 31 3
1 3 0 149 31 3
1 3 0 149 31 3
1 3 0 148 31 3
1 3 0 148 31 3
1 3 0 148 32 3
1 3 0 148 32 3
1 3 0 147 32 3
1 3 0 147 32 3
1 3 0 146 32 3
1 3 0 146 32 3
1 3 0 146 33 3
1 3 0 146 33 3
1 3 0 145 33 3
1 3 0 145 33 3
1 3 0 144 33 3
1 3 0 144 33 3
1 3 0 144 34 3
1 3 0 144 34 3
1 3 0 143 34 3
1 3 0 143 34 3
1 3 0 142 34 3
1 3 0 142 34 3
1 3 0 141 34 3
1 3 0 141 34 3
1 3 0 140 34 3
1 3 0 140 34 3
1 3 0 140 35 3
1 3 0 140 35 3
1 3 0 139 35 3
1 3 0 139 35 3
1 3 0 138 35 3
1 3 0 138 35 3
1 3 0 137 35 3
1 3 0 137 35 3
1 3 0 136 35 3
1 3 0 136 35 3
1 3 0 135 35 3
1 3 0 135 35 3
1 3 0 135 36 3
1 3 0 135 36 3
1 3 0 134 36 3
1 3 0 134 36 3
1 3 0 134 37 3
1 3 0 134 37 3
1 3 0 133 37 3
1 3 0 133 37 3
1 3 0 133 38 3
1 3 0 133 38 3
1 3 0 132 38 3
1 3 0 132 38 3
1 3 0 131 38 3
1 3 0 131 38 3
1 3 0 131 39 3
1 3 0 131 39 3
1 3 0 130 39 3
1 3 0 130 39 3
1 3 0 129 39 3
1 3 0 129 39 3
1 3 0 128 39 3
1 3 0 128 39 3
1 3 0 127 39 3
1 3 0 127 39 3
1 3 0 126 39 3
1 3 0 126 39 3
1 3 0 126 40 3
1 3 0 126 40 3
1 3 0 125 40 3
1 3 0 125 40 3
1 3 0 125 41 3
1 3 0 125 41 3
1 3 0 124 41 3
1 3 0 124 41 3
1 3 0 123 41 3
1 3 0 123 41 3
1 3 0 122 41 3
1 3 0 122 41 3
1 3 0 121 41 3
1 3 0 121 41 3
1 3 0 120 41 3
1 3 0 120 41 3
1 3 0 119 41 3
1 3 0 119 41 3
1 3 0 119 42 3
1 3 0 119 42 3
1 3 0 118 42 3
1 3 0 118 42 3
1 3 0 117 42 3
1 3 0 117 42 3
1 3 0 116 42 3
1 3 0 116 42 3
1 3 0 116 43 3
1 3 0 116 43 3
1 3 0 115 43 3
1 3 0 115 43 3
1 3 0 114 43 3
1 3 0 114 43 3
1 3 0 114 44 3
1 3 0 114 44 3
1 3 0 113 44 3
1 3 0 113 44 3
1 3 0 112 44 3
1 3 0 112 44 3
1 3 0 111 44 3
1 3 0 111 44 3
1 3 0 110 44 3
1 3 0 110 44 3
1 3 0 110 45 3
1 3 0 110 45 3
1 3 0 109 45 3
1 3 0 109 45 3
1 3 0 108 45 3
1 3 0 108 45 3
1 3 0 108 46 3
1 3 0 108 46 3
1 3 0 107 46 3
1 3 0 107 46 3
1 3 0 106 46 3
1 3 0 106 46 3
1 3 0 105 46 3
1 3 0 105 46 3
1 3 0 104 46 3
1 3 0 104 46 3
1 3 0 103 46 3
1 3 0 103 46 3
1 3 0 102 46 3
1 3 0 102 46 3
1 3 0 101 46 3
1 3 0 101 46 3
1 3 0 100 46 3
1 3 0 100 46 3
1 3 0 99 46 3
1 3 0 99 46 3
1 3 0 98 46 3
1 3 0 98 46 3
1 3 0 97 46 3
1 3 0 97 46 3
1 3 0 96 46 3
